LogFile, DateTime, File, StudyCase
1641140895,2022-01-02 11:29:32.707863,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641141207,2022-01-02 11:34:26.266154,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641142194,2022-01-02 11:50:53.296225,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641142379,2022-01-02 11:53:44.208366,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641142485,2022-01-02 11:55:38.538639,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641143108,2022-01-02 12:06:23.241262,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641147029,2022-01-02 13:11:16.329743,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641147469,2022-01-02 13:18:43.338818,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641147594,2022-01-02 13:20:46.684114,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641240128,2022-01-03 15:03:00.706543,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641566584,2022-01-07 09:43:50.630798,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641567384,2022-01-07 09:57:21.925610,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
1641567455,2022-01-07 09:58:25.476046,D:/R.GISPython/TableInterpolatedGrid/Data/Sample3PrecipitationAverageMonthly.csv,"Estudio de la precipitación diaria media en el Departamento del Cesar - Colombia - Suramérica"
