CODIGO,nombre,FECHA_INST,altitud,latitud,longitud,FECHA_SUSP,ENTIDAD,CategId,WMORadkm,CATEGORIA,DEMValue,COD_AH,COD_ZH,COD_SZH,NOM_AH,NOM_ZH,NOM_SZH,Akm2_SZH
11060010,BUCHADO [11060010],1969-01-15 00:00:00,18.0,6.42,-76.77927778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,18.0,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
11060020,POCITOS  [11060020],1990-04-15 00:00:00,890.0,6.23333333,-76.33333332999999,1993-04-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,890.0,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
11060030,CAMPO BONITO  [11060030],1989-08-15 00:00:00,120.0,6.21666667,-76.48333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,120.0,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
11067010,CAMPO BONITO RP 11  [11067010],1989-08-15 00:00:00,115.0,6.2,-76.48333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,115.0,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
11077140,PTE NENDO RP 7A  [11077140],1992-08-15 00:00:00,820.0,6.31666667,-76.55,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,820.0,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
11050020,BETE [1105002],1977-02-15 00:00:00,25.0,5.99472222,-76.78002778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,25.0,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
11050030,BUEY EL [1105003],1977-02-15 00:00:00,25.0,6.1025,-76.82136111,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,25.0,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
11050040,CALAORRA [11050040],1977-02-15 00:00:00,50.0,5.76666667,-76.85,1994-03-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,50.0,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
11050060,ALTO DEL BUEY [11050060],1977-02-15 00:00:00,100.0,6.10833333,-76.91563889,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,100.0,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
11077010,BELLAVISTA  [11077010],1966-05-14 19:00:00,12.0,6.55880556,-76.88447222,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,999999,Limnimétrica,12.0,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
11080010,BELLAVISTA [11080010],1966-07-15 00:00:00,18.0,6.55916667,-76.88541667,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,18.0,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
11070010,PLAYA LA-MURRY [11070010],1966-12-15 00:00:00,22.0,6.61666694,-76.75,2022-05-16 14:43:51,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,22.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070020,ROBLE EL [11070020],1977-03-15 00:00:00,1496.0,6.33205167,-76.229145,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1496.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070030,CLARITA LA [11070030],1977-03-15 00:00:00,2300.0,6.53944444,-76.15861111000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,2300.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070040,URRAO [11070040],1969-01-15 00:00:00,1875.0,6.33333333,-76.16666667,1973-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,1875.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070050,URRAO  [11070050],1959-03-15 00:00:00,1875.0,6.33333333,-76.16666667,1969-12-15 00:00:00,INSTITUTO COLOMBIANO DE ENERGIA ELECTRICA (ELECTRAGUAS),PM,12.5,Pluviométrica,1875.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070060,CARAUTICA  [11070060],1978-03-15 00:00:00,1995.0,6.61666667,-76.2,1980-01-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,1995.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070070,CRUCES  [11070070],1978-03-15 00:00:00,950.0,6.48333333,-76.35,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,950.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070080,MANDE  [11070080],1978-03-15 00:00:00,495.0,6.43333333,-76.45,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,495.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070090,STA BARBARA  [11070090],1978-03-15 00:00:00,2595.0,6.4,-76.06666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,2595.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070100,SIRENO EL  [11070100],1978-03-15 00:00:00,1210.0,6.38333333,-76.23333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,1210.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070110,NENDO  [11070110],1978-03-15 00:00:00,960.0,6.33333333,-76.31666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,960.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070120,PABON  [11070120],1978-03-15 00:00:00,1920.0,6.15,-76.13333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,1920.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070130,BRECHON EL [11070130],1970-10-15 00:00:00,2320.0,6.13333333,-76.03333332999999,2000-01-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,2320.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070140,CHAQUENODA  [11070140],1980-05-15 00:00:00,460.0,6.61666667,-76.41666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,460.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070150,PALMERA LA  [11070150],1980-07-15 00:00:00,800.0,6.41666667,-76.5,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,800.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070160,PANTANOGRANDE  [11070160],1978-03-15 00:00:00,820.0,6.7,-76.46666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,820.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070170,SAN JOSE  [11070170],1986-07-15 00:00:00,1870.0,6.25,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,1870.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11070180,MURRI  [11070180],1978-03-15 00:00:00,810.0,6.73333333,-76.35,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,12.5,Pluviográfica,810.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11075010,HONDA LA [11075010],1990-07-15 00:00:00,1850.0,6.35638889,-76.15805556000001,2011-05-10 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,1850.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11075020,URRAO [11075020],1973-06-15 00:00:00,1833.0,6.29830556,-76.14330556,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,25,Climática Ordinaria,1833.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11075030,FUEMIA  [11075030],1978-04-15 00:00:00,480.0,6.56666667,-76.58333332999999,1980-06-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,CO,25,Climática Ordinaria,480.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11075040,CURBATA  [11075040],1976-03-15 00:00:00,145.0,6.6,-76.51666666999999,1989-07-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,CP,75,Climática Principal,145.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077020,LA MAGDALENA - AUT [11077020],1972-09-15 00:00:00,1770.0,6.29836111,-76.13447222,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,999999,Limnigráfica,1770.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077030,PLAYA LA [11077030],1975-09-15 00:00:00,22.0,6.61666667,-76.75,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,999999,Limnimétrica,22.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077040,RP-1  [11077040],1977-04-15 00:00:00,1760.0,6.35,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,1760.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077050,ENCARNACION RP-2  [11077050],1977-02-15 00:00:00,1570.0,6.43333333,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,1570.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077060,CALLE MANSA RP 3  [11077060],1978-03-15 00:00:00,140.0,6.55,-76.53333332999999,1993-05-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,140.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077070,CURBATA RP 4  [11077070],1992-04-15 00:00:00,165.0,6.6,-76.51666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,165.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077080,CHAQUENODA RP-5  [11077080],1980-05-15 00:00:00,145.0,6.63333333,-76.43333333,1993-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,145.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077090,JENGAMECODA RP-6  [11077090],1980-05-15 00:00:00,570.0,6.6,-76.4,1989-11-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,570.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077100,NENDO RP-7  [11077100],1980-06-15 00:00:00,880.0,6.33333333,-76.33333332999999,1992-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,880.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077110,PABON RP 8  [11077110],1986-07-15 00:00:00,1845.0,6.25,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,1845.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077120,PLAYA LA RP-9  [11077120],1986-08-15 00:00:00,20.0,6.61666667,-76.73333333,1992-03-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,20.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11077130,STA MARIA RP 10  [11077130],1987-07-15 00:00:00,190.0,6.48333333,-76.45,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,999999,Limnigráfica,190.0,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
11080030,LOMA LA-BOJAYA [11080030],1967-01-15 00:00:00,20.0,6.533333059999999,-76.98333278,2022-05-16 15:35:17,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12.5,Pluviométrica,20.0,1,11,1108,Caribe,Atrato - Darién,Río Bojayá,1849.35776475
