,SUBZONA_HIDROGRAFICA
Río Sucio,0.004672897196261682
Rió San Bartolo y otros directos al Magdalena Medio,0.004672897196261682
Río Frío y Otros Directos al Cauca,0.004672897196261682
Río Risaralda,0.004672897196261682
Directos al Magdalena (Brazo Morales),0.004672897196261682
Río Caqueta Bajo,0.004672897196261682
Directos al Bajo Magdalena entre Calamar y desembocadura,0.004672897196261682
Río Totare,0.004450378282153983
Quebrada El Carmen y Otros Directos al Magdalena,0.004450378282153983
Rio Metica (Guamal - Humadea),0.004450378282153983
Río Baché,0.004450378282153983
Río Guachicono,0.004450378282153983
Alto Nechí,0.004227859368046284
Lago de Tota,0.004227859368046284
Arroyos Directos al Caribe,0.004227859368046284
Directos Caribe Golfo de Morrosquillo,0.004005340453938585
"Río Aipe, Río Chenche y otros directos al Magdalena",0.004005340453938585
Río San Juan,0.004005340453938585
Río Palo,0.0037828215398308857
Río Gualí,0.0037828215398308857
Río Opón,0.0037828215398308857
Río Chítaga,0.0037828215398308857
Río Arma,0.0035603026257231864
Río San Juan del Micay,0.0035603026257231864
Río Cimitarra y otros directos al Magdalena,0.0035603026257231864
Rio Neiva,0.0035603026257231864
Bajo Vaupés,0.0035603026257231864
Río Luisa y otros directos al Magdalena,0.0033377837116154874
Medio Guaviare,0.0033377837116154874
Bajo Saldaña,0.0033377837116154874
Rio Tapias y otros directos al Cauca,0.0033377837116154874
Río Mira,0.0033377837116154874
Dagua - Buenaventura - Bahia Málaga,0.0033377837116154874
Rio Banadia y otros Directos al Río Arauca,0.0033377837116154874
Ríos Directos al Magdalena (mi),0.0033377837116154874
Río Guachal (Bolo - Fraile y Párraga),0.0033377837116154874
Río Casanare,0.003115264797507788
Alto Saldaña,0.003115264797507788
Rïo Cucuana,0.003115264797507788
Directos al Cauca entre Pto Valdivia y Río Nechí,0.003115264797507788
Río Mulatos y otros directos al Caribe,0.003115264797507788
Directos Río Amazonas (mi),0.003115264797507788
Río Taraza - Río Man,0.003115264797507788
Río Tamaná y otros Directos San Juan,0.003115264797507788
Río Cravo Sur,0.002892745883400089
Directos al Bajo Magdalena entre El Plato y Calamar,0.002892745883400089
Ríos directos Magdalena (md),0.002892745883400089
Juncal y otros Rios directos al Magdalena,0.002892745883400089
Rio Salado y otros directos Cauca,0.002892745883400089
San Andres,0.0026702269692923898
Río La Miel (Samaná),0.0026702269692923898
Directos Bajo Meta entre ríos Casanare y Orinoco,0.0026702269692923898
Río Palacé,0.0026702269692923898
Ríos Tulua y Morales,0.0026702269692923898
Bajo Guaviare,0.0026702269692923898
Alto Atrato,0.002447708055184691
Río Ancho y Otros Directos al caribe,0.002447708055184691
Caño Guanápalo y otros directos al Meta,0.002447708055184691
Río Suaza,0.002447708055184691
Directos al Río Meta entre ríos Cusiana y Carare,0.002447708055184691
Río Quinamayo y otros directos al Cauca,0.002447708055184691
Río Túa y otros directos al Meta,0.002447708055184691
Directos Pacifico Frontera Panamá,0.002447708055184691
Río Upía,0.0022251891410769915
Alto Guaviare,0.0022251891410769915
Alto San Jorge,0.0022251891410769915
Río Pauto,0.0022251891410769915
Río Piendamo,0.0022251891410769915
Ríos Calima y  Bajo San Juan,0.0022251891410769915
Río Quito,0.0022251891410769915
Río Seco y otros Directos al Magdalena,0.0022251891410769915
Rio Guachaca - Mendiguaca y Buritaca,0.0022251891410769915
Directos al Magdalena Medio entre ríos Negro,0.0022251891410769915
Río Humea,0.0020026702269692926
Ríos Chimicuica y Corozal,0.0020026702269692926
Río Caqueta Medio,0.0020026702269692926
Directos Magdalena entre ríos Cabrera y Sumapaz,0.0020026702269692926
Río Guayas,0.0020026702269692926
Río Putumayo Bajo,0.0020026702269692926
Río Guejar,0.0020026702269692926
Río Atá,0.0020026702269692926
Río Timaná y otros directos al Magdalena,0.0020026702269692926
Río Guarinó,0.0020026702269692926
Río Putumayo Medio,0.0017801513128615932
Río Patia Medio,0.0017801513128615932
Río Amoyá,0.0017801513128615932
Ríos Claro y Jamundí,0.0017801513128615932
Río Manacacias,0.0017801513128615932
Ríos Amaime y Cerrito,0.0017801513128615932
"Río Tetuán, Río Ortega",0.0017801513128615932
Río Cabi y otros Directos Atrato (md),0.0017801513128615932
Río Putumayo Directos (mi),0.0017801513128615932
Directos al Bajo Nechí (mi),0.0017801513128615932
Río Murrí,0.0017801513128615932
Providencia,0.0017801513128615932
Río Sipí,0.001557632398753894
Río Rosario,0.001557632398753894
Directos al Río Meta entre ríos Humea y Upia (mi),0.001557632398753894
Río Ovejas,0.001557632398753894
Río Tarra,0.001557632398753894
Directos Río Arauca (md),0.001557632398753894
Río Salaquí  y otros directos Bajo Atrato,0.001557632398753894
Río Telembí,0.0013351134846461949
Río San Juan Alto,0.0013351134846461949
Río Tapias,0.0013351134846461949
Río Pescado,0.0013351134846461949
Directos Bajo Cauca - Cga La Raya entre río Nechí,0.0013351134846461949
Rios Las Cañas - Los Micos y Obando,0.0013351134846461949
Río Ariporo,0.0013351134846461949
Río Mayo,0.0013351134846461949
Río Guayabero,0.0013351134846461949
Directos Atrato entre ríos Quito y Bojayá (mi),0.0013351134846461949
Río Tuparro,0.0013351134846461949
Directos Rio Metica entre ríos Guayuriba y Yucao,0.0011125945705384957
Río Cobugón - Río Cobaría,0.0011125945705384957
Directos Magdalena entre Ríos Guarinó y La Miel,0.0011125945705384957
Rio Canalete y otros Arroyos Directos al Caribe,0.0011125945705384957
Medio Saldaña,0.0011125945705384957
Río Tolo y otros Directos al Caribe,0.0011125945705384957
Directos Magdalena Medio entre ríos La Miel y Nare,0.0011125945705384957
Río Bugalagrande,0.0011125945705384957
Río Paila,0.0011125945705384957
Río Guapi,0.0011125945705384957
Bajo Catatumbo,0.0011125945705384957
Río Tanela y otros Directos al Caribe,0.0011125945705384957
Río Camarones y otros directos Caribe,0.0008900756564307966
Directos Atrato entre ríos Bebaramá y Murrí (md),0.0008900756564307966
Río Andágueda,0.0008900756564307966
Directos al Magdalena entre Ríos Seco y Negro (md),0.0008900756564307966
"Ríos Lilí, Melendez y Canaveralejo",0.0008900756564307966
Río Docampadó y Directos Pacífico,0.0008900756564307966
Río Margua,0.0008900756564307966
Ríos Cali,0.0008900756564307966
Directos Orinoco entre ríos Tomo y Meta (mi),0.0008900756564307966
Río Baudó,0.0008900756564307966
Directos al Río Meta entre ríos Pauto y Carare,0.0008900756564307966
Río Opía,0.0006675567423230974
Caño Matavén,0.0006675567423230974
Río Yucao,0.0006675567423230974
Ríos Guadalajara y San Pedro,0.0006675567423230974
Río Murindó - Directos al Atrato,0.0006675567423230974
"Ríos Guabas,Sabaletas y Sonso",0.0006675567423230974
Río Saija,0.0006675567423230974
Río Patia Bajo,0.0006675567423230974
Río Guacavía,0.0006675567423230974
Río Frío,0.0006675567423230974
Río Timba,0.0006675567423230974
Río Caguan Alto,0.0006675567423230974
Río San Juan Medio,0.0006675567423230974
Bajo Vichada,0.0006675567423230974
Río Desbaratado,0.0006675567423230974
Río Caguan Bajo,0.0006675567423230974
Directos Bajo Atrato entre río Sucio y desembocadura,0.0004450378282153983
"R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas",0.0004450378282153983
Río Melúa,0.0004450378282153983
Río Bebaramá y otros Directos Atrato (md),0.0004450378282153983
Bajo Río Tomo,0.0004450378282153983
Río Naya - Yurumanguí,0.0004450378282153983
Río Capoma y otros directos al San Juan,0.0004450378282153983
Río Cará-Paraná,0.0004450378282153983
Caño Lioni o Terecay,0.0004450378282153983
Río San_Miguel,0.0004450378282153983
Río Igará-Paraná,0.0004450378282153983
Río Cotuhe,0.0004450378282153983
Río Tapaje,0.0004450378282153983
Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco,0.0004450378282153983
Ríos Cajambre - Mayorquín - Raposo,0.0004450378282153983
Alto Río Tomo,0.0004450378282153983
Río Socuavo del Norte y Río Socuavo Sur,0.00022251891410769915
Río Bojabá,0.00022251891410769915
Río Querary,0.00022251891410769915
Río Vita,0.00022251891410769915
Río Timbiquí,0.00022251891410769915
Río Anchicayá,0.00022251891410769915
Río San Juan (Frontera Ecuador),0.00022251891410769915
Río Don Diego,0.00022251891410769915
Río Mesay,0.00022251891410769915
Río Inírida Alto,0.00022251891410769915
Río Cuñare,0.00022251891410769915
Río Cravo Norte,0.00022251891410769915
Río Bojayá,0.00022251891410769915
Río Muco,0.00022251891410769915
Roncador y Quitasueño,0.00022251891410769915
Río del Suroeste y directos Río de Oro,0.00022251891410769915
Río Napipí - Río Opogadó,0.00022251891410769915
Río Guape,0.00022251891410769915
Río Cajón,0.00022251891410769915
Bajo Río Apaporis,0.00022251891410769915
Directos al Meta entre ríos Cusiana y Cravo Sur,0.00022251891410769915
