,SUBZONA_HIDROGRAFICA
Arroyos Directos al Caribe,0.004223160702378307
Alto Nechí,0.004223160702378307
Directos Caribe Golfo de Morrosquillo,0.004000889086463659
Río San Juan,0.004000889086463659
"Río Aipe, Río Chenche y otros directos al Magdalena",0.004000889086463659
Río Opón,0.003778617470549011
Río Chítaga,0.003778617470549011
Río Palo,0.003778617470549011
Río Gualí,0.003778617470549011
Rio Neiva,0.003556345854634363
Río Arma,0.003556345854634363
Río San Juan del Micay,0.003556345854634363
Bajo Vaupés,0.003556345854634363
Río Cimitarra y otros directos al Magdalena,0.003556345854634363
Río Mira,0.0033340742387197157
Bajo Saldaña,0.0033340742387197157
Dagua - Buenaventura - Bahia Málaga,0.0033340742387197157
Río Luisa y otros directos al Magdalena,0.0033340742387197157
Río Guachal (Bolo - Fraile y Párraga),0.0033340742387197157
Medio Guaviare,0.0033340742387197157
Rio Tapias y otros directos al Cauca,0.0033340742387197157
Rio Banadia y otros Directos al Río Arauca,0.0033340742387197157
Ríos Directos al Magdalena (mi),0.0033340742387197157
Río Mulatos y otros directos al Caribe,0.003111802622805068
Directos al Cauca entre Pto Valdivia y Río Nechí,0.003111802622805068
Río Taraza - Río Man,0.003111802622805068
Río Casanare,0.003111802622805068
Directos Río Amazonas (mi),0.003111802622805068
Río Tamaná y otros Directos San Juan,0.003111802622805068
Alto Saldaña,0.003111802622805068
Rïo Cucuana,0.003111802622805068
Juncal y otros Rios directos al Magdalena,0.00288953100689042
Río Cravo Sur,0.00288953100689042
Rio Salado y otros directos Cauca,0.00288953100689042
Directos al Bajo Magdalena entre El Plato y Calamar,0.00288953100689042
Ríos directos Magdalena (md),0.00288953100689042
Bajo Guaviare,0.0026672593909757725
Directos Bajo Meta entre ríos Casanare y Orinoco,0.0026672593909757725
Río Palacé,0.0026672593909757725
Río La Miel (Samaná),0.0026672593909757725
Ríos Tulua y Morales,0.0026672593909757725
San Andres,0.0026672593909757725
Directos Pacifico Frontera Panamá,0.0024449877750611247
Río Quinamayo y otros directos al Cauca,0.0024449877750611247
Alto Atrato,0.0024449877750611247
Directos al Río Meta entre ríos Cusiana y Carare,0.0024449877750611247
Caño Guanápalo y otros directos al Meta,0.0024449877750611247
Río Túa y otros directos al Meta,0.0024449877750611247
Río Suaza,0.0024449877750611247
Río Ancho y Otros Directos al caribe,0.0024449877750611247
Río Seco y otros Directos al Magdalena,0.002222716159146477
Directos al Magdalena Medio entre ríos Negro,0.002222716159146477
Río Pauto,0.002222716159146477
Río Quito,0.002222716159146477
Alto San Jorge,0.002222716159146477
Alto Guaviare,0.002222716159146477
Río Piendamo,0.002222716159146477
Ríos Calima y  Bajo San Juan,0.002222716159146477
Rio Guachaca - Mendiguaca y Buritaca,0.002222716159146477
Río Upía,0.002222716159146477
Río Guayas,0.0020004445432318294
Río Guarinó,0.0020004445432318294
Río Humea,0.0020004445432318294
Río Guejar,0.0020004445432318294
Río Putumayo Bajo,0.0020004445432318294
Río Atá,0.0020004445432318294
Río Caqueta Medio,0.0020004445432318294
Río Timaná y otros directos al Magdalena,0.0020004445432318294
Directos Magdalena entre ríos Cabrera y Sumapaz,0.0020004445432318294
Ríos Chimicuica y Corozal,0.0020004445432318294
Ríos Amaime y Cerrito,0.0017781729273171815
Río Manacacias,0.0017781729273171815
Río Putumayo Medio,0.0017781729273171815
Río Patia Medio,0.0017781729273171815
Río Murrí,0.0017781729273171815
Directos al Bajo Nechí (mi),0.0017781729273171815
Ríos Claro y Jamundí,0.0017781729273171815
Río Cabi y otros Directos Atrato (md),0.0017781729273171815
Providencia,0.0017781729273171815
Río Amoyá,0.0017781729273171815
"Río Tetuán, Río Ortega",0.0017781729273171815
Río Putumayo Directos (mi),0.0017781729273171815
Río Tarra,0.001555901311402534
Río Ovejas,0.001555901311402534
Río Sipí,0.001555901311402534
Río Salaquí  y otros directos Bajo Atrato,0.001555901311402534
Directos Río Arauca (md),0.001555901311402534
Directos al Río Meta entre ríos Humea y Upia (mi),0.001555901311402534
Río Rosario,0.001555901311402534
Río Mayo,0.0013336296954878863
Río Pescado,0.0013336296954878863
Río Tuparro,0.0013336296954878863
Río Ariporo,0.0013336296954878863
Río San Juan Alto,0.0013336296954878863
Río Tapias,0.0013336296954878863
Río Telembí,0.0013336296954878863
Directos Atrato entre ríos Quito y Bojayá (mi),0.0013336296954878863
Directos Bajo Cauca - Cga La Raya entre río Nechí,0.0013336296954878863
Rios Las Cañas - Los Micos y Obando,0.0013336296954878863
Río Guayabero,0.0013336296954878863
Río Tolo y otros Directos al Caribe,0.0011113580795732384
Directos Magdalena entre Ríos Guarinó y La Miel,0.0011113580795732384
Río Cobugón - Río Cobaría,0.0011113580795732384
Río Bugalagrande,0.0011113580795732384
Río Paila,0.0011113580795732384
Directos Magdalena Medio entre ríos La Miel y Nare,0.0011113580795732384
Rio Canalete y otros Arroyos Directos al Caribe,0.0011113580795732384
Bajo Catatumbo,0.0011113580795732384
Río Tanela y otros Directos al Caribe,0.0011113580795732384
Río Guapi,0.0011113580795732384
Directos Rio Metica entre ríos Guayuriba y Yucao,0.0011113580795732384
Ríos Cali,0.0011113580795732384
Medio Saldaña,0.0011113580795732384
Río Docampadó y Directos Pacífico,0.0008890864636585908
"Ríos Lilí, Melendez y Canaveralejo",0.0008890864636585908
Río Andágueda,0.0008890864636585908
Directos Orinoco entre ríos Tomo y Meta (mi),0.0008890864636585908
Directos Atrato entre ríos Bebaramá y Murrí (md),0.0008890864636585908
Río Camarones y otros directos Caribe,0.0008890864636585908
Directos al Magdalena entre Ríos Seco y Negro (md),0.0008890864636585908
Río Baudó,0.0008890864636585908
Río Margua,0.0008890864636585908
Directos al Río Meta entre ríos Pauto y Carare,0.0008890864636585908
Río Frío,0.0006668148477439431
Río Opía,0.0006668148477439431
Río Murindó - Directos al Atrato,0.0006668148477439431
Río Caguan Alto,0.0006668148477439431
"Ríos Guabas,Sabaletas y Sonso",0.0006668148477439431
Río Guacavía,0.0006668148477439431
Río Desbaratado,0.0006668148477439431
Río Caguan Bajo,0.0006668148477439431
Río Patia Bajo,0.0006668148477439431
Río Timba,0.0006668148477439431
Caño Matavén,0.0006668148477439431
Río Saija,0.0006668148477439431
Bajo Vichada,0.0006668148477439431
Río San Juan Medio,0.0006668148477439431
Ríos Guadalajara y San Pedro,0.0006668148477439431
Río Yucao,0.0006668148477439431
Río Cotuhe,0.0004445432318292954
Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco,0.0004445432318292954
Río Capoma y otros directos al San Juan,0.0004445432318292954
Alto Río Tomo,0.0004445432318292954
"R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas",0.0004445432318292954
Ríos Cajambre - Mayorquín - Raposo,0.0004445432318292954
Directos Bajo Atrato entre río Sucio y desembocadura,0.0004445432318292954
Río San_Miguel,0.0004445432318292954
Bajo Río Tomo,0.0004445432318292954
Río Igará-Paraná,0.0004445432318292954
Río Cará-Paraná,0.0004445432318292954
Río Tapaje,0.0004445432318292954
Caño Lioni o Terecay,0.0004445432318292954
Río Naya - Yurumanguí,0.0004445432318292954
Río Melúa,0.0004445432318292954
Río Bebaramá y otros Directos Atrato (md),0.0004445432318292954
Río Cajón,0.0002222716159146477
Bajo Río Apaporis,0.0002222716159146477
Río Napipí - Río Opogadó,0.0002222716159146477
Río Querary,0.0002222716159146477
Río Socuavo del Norte y Río Socuavo Sur,0.0002222716159146477
Río Inírida Alto,0.0002222716159146477
Río del Suroeste y directos Río de Oro,0.0002222716159146477
Río Mesay,0.0002222716159146477
Río Bojabá,0.0002222716159146477
Río Cravo Norte,0.0002222716159146477
Río San Juan (Frontera Ecuador),0.0002222716159146477
Directos al Meta entre ríos Cusiana y Cravo Sur,0.0002222716159146477
Río Guape,0.0002222716159146477
Río Anchicayá,0.0002222716159146477
Río Don Diego,0.0002222716159146477
Roncador y Quitasueño,0.0002222716159146477
Río Muco,0.0002222716159146477
Río Vita,0.0002222716159146477
Río Bojayá,0.0002222716159146477
Río Timbiquí,0.0002222716159146477
Río Cuñare,0.0002222716159146477
