CHParamID,CHIntervaloID,Station,StatName,Julian,Month,Day,CX,CY,CZ,Var
1,5,25020250,Curumani,105,4,15,1058858.053,1508871.889,100,145.9985147
1,5,25020250,Curumani,135,5,15,1058858.053,1508871.889,100,205.9209834
1,5,25020250,Curumani,166,6,15,1058858.053,1508871.889,100,131.7132075
1,5,25020250,Curumani,196,7,15,1058858.053,1508871.889,100,102.9226415
1,5,25020250,Curumani,227,8,15,1058858.053,1508871.889,100,171.0830189
1,5,25020250,Curumani,258,9,15,1058858.053,1508871.889,100,215.3811321
1,5,25020250,Curumani,288,10,15,1058858.053,1508871.889,100,320.0113208
1,5,25020250,Curumani,319,11,15,1058858.053,1508871.889,100,218.0660377
1,5,25020250,Curumani,349,12,15,1058858.053,1508871.889,100,61.42830189
1,5,25020260,Rincon Hondo,15,1,15,1064746.908,1530984.523,100,30.64150943
1,5,25020260,Rincon Hondo,46,2,15,1064746.908,1530984.523,100,46.85660377
1,5,25020260,Rincon Hondo,74,3,15,1064746.908,1530984.523,100,112.7555167
1,5,25020260,Rincon Hondo,105,4,15,1064746.908,1530984.523,100,198.4830189
1,5,25020260,Rincon Hondo,135,5,15,1064746.908,1530984.523,100,272.6603774
1,5,25020260,Rincon Hondo,166,6,15,1064746.908,1530984.523,100,197.490566
1,5,25020260,Rincon Hondo,196,7,15,1064746.908,1530984.523,100,169.7735849
1,5,25020260,Rincon Hondo,227,8,15,1064746.908,1530984.523,100,232.7075472
1,5,25020260,Rincon Hondo,258,9,15,1064746.908,1530984.523,100,303.7169811
1,5,25020260,Rincon Hondo,288,10,15,1064746.908,1530984.523,100,387.3423191
1,5,25020260,Rincon Hondo,319,11,15,1064746.908,1530984.523,100,318.0396226
1,5,25020260,Rincon Hondo,349,12,15,1064746.908,1530984.523,100,97.7245283
1,5,25020280,La Loma,15,1,15,1051101.78,1554136.437,30,19.33741217
1,5,25020280,La Loma,46,2,15,1051101.78,1554136.437,30,24.44934331
1,5,25020280,La Loma,74,3,15,1051101.78,1554136.437,30,70.1753005
1,5,25020280,La Loma,105,4,15,1051101.78,1554136.437,30,129.9696423
1,5,25020280,La Loma,135,5,15,1051101.78,1554136.437,30,195.3273844
1,5,25020280,La Loma,166,6,15,1051101.78,1554136.437,30,136.5001859
1,5,25020280,La Loma,196,7,15,1051101.78,1554136.437,30,110.6536088
1,5,25020280,La Loma,227,8,15,1051101.78,1554136.437,30,155.8568454
1,5,25020280,La Loma,258,9,15,1051101.78,1554136.437,30,213.7963321
1,5,25020280,La Loma,288,10,15,1051101.78,1554136.437,30,226.0911457
1,5,25020280,La Loma,319,11,15,1051101.78,1554136.437,30,184.2735849
1,5,25020280,La Loma,349,12,15,1051101.78,1554136.437,30,53.70566038
1,5,25020690,Poponte,15,1,15,1073208.353,1533903.218,500,16.55813953
1,5,25020690,Poponte,46,2,15,1073208.353,1533903.218,500,43.15348837
1,5,25020690,Poponte,74,3,15,1073208.353,1533903.218,500,93.8627907
1,5,25020690,Poponte,105,4,15,1073208.353,1533903.218,500,165.6232558
1,5,25020690,Poponte,135,5,15,1073208.353,1533903.218,500,220.2094209
1,5,25020690,Poponte,166,6,15,1073208.353,1533903.218,500,180.1688292
1,5,25020690,Poponte,196,7,15,1073208.353,1533903.218,500,144.4505168
1,5,25020690,Poponte,227,8,15,1073208.353,1533903.218,500,177.9059359
1,5,25020690,Poponte,258,9,15,1073208.353,1533903.218,500,205.6328455
1,5,25020690,Poponte,288,10,15,1073208.353,1533903.218,500,271.7881139
1,5,25020690,Poponte,319,11,15,1073208.353,1533903.218,500,222.3418605
1,5,25020690,Poponte,349,12,15,1073208.353,1533903.218,500,67.44883721
1,5,25020920,La Primavera,15,1,15,1072622.547,1511048.684,500,18.11398876
1,5,25020920,La Primavera,46,2,15,1072622.547,1511048.684,500,49.1491219
1,5,25020920,La Primavera,74,3,15,1072622.547,1511048.684,500,98.89807915
1,5,25020920,La Primavera,105,4,15,1072622.547,1511048.684,500,172.2622034
1,5,25020920,La Primavera,135,5,15,1072622.547,1511048.684,500,201.6902692
1,5,25020920,La Primavera,166,6,15,1072622.547,1511048.684,500,125.7551743
1,5,25020920,La Primavera,196,7,15,1072622.547,1511048.684,500,98.46739757
1,5,25020920,La Primavera,227,8,15,1072622.547,1511048.684,500,134.5480338
1,5,25020920,La Primavera,258,9,15,1072622.547,1511048.684,500,184.5004285
1,5,25020920,La Primavera,288,10,15,1072622.547,1511048.684,500,282.2265129
1,5,25020920,La Primavera,319,11,15,1072622.547,1511048.684,500,205.7711575
1,5,25020920,La Primavera,349,12,15,1072622.547,1511048.684,500,49.55253382
1,5,25021240,Chimichagua,15,1,15,1029408.68,1515794.664,138,16.06100409
1,5,25021240,Chimichagua,46,2,15,1029408.68,1515794.664,138,33.87021304
1,5,25021240,Chimichagua,74,3,15,1029408.68,1515794.664,138,69.61029082
1,5,25021240,Chimichagua,105,4,15,1029408.68,1515794.664,138,202.329857
1,5,25021240,Chimichagua,135,5,15,1029408.68,1515794.664,138,260.4844767
1,5,25021240,Chimichagua,166,6,15,1029408.68,1515794.664,138,181.5820703
1,5,25021240,Chimichagua,196,7,15,1029408.68,1515794.664,138,153.141453
1,5,25021240,Chimichagua,227,8,15,1029408.68,1515794.664,138,212.3636364
1,5,25021240,Chimichagua,258,9,15,1029408.68,1515794.664,138,313.9863636
1,5,25021240,Chimichagua,288,10,15,1029408.68,1515794.664,138,352.7886364
1,5,25021240,Chimichagua,319,11,15,1029408.68,1515794.664,138,225.8409091
1,5,25021240,Chimichagua,349,12,15,1029408.68,1515794.664,138,53.74318182
1,5,25021650,El Yucal,15,1,15,1022101.139,1548673.229,40,30.18484983
1,5,25021650,El Yucal,46,2,15,1022101.139,1548673.229,40,27.94128769
1,5,25021650,El Yucal,74,3,15,1022101.139,1548673.229,40,84.54126049
1,5,25021650,El Yucal,105,4,15,1022101.139,1548673.229,40,149.9950823
1,5,25021650,El Yucal,135,5,15,1022101.139,1548673.229,40,194.3320013
1,5,25021650,El Yucal,166,6,15,1022101.139,1548673.229,40,114.7515031
1,5,25021650,El Yucal,196,7,15,1022101.139,1548673.229,40,112.2015989
1,5,25021650,El Yucal,227,8,15,1022101.139,1548673.229,40,166.7628671
1,5,25021650,El Yucal,258,9,15,1022101.139,1548673.229,40,219.5810809
1,5,25021650,El Yucal,288,10,15,1022101.139,1548673.229,40,232.6318476
1,5,25021650,El Yucal,319,11,15,1022101.139,1548673.229,40,191.7116124
1,5,25021650,El Yucal,349,12,15,1022101.139,1548673.229,40,65.05994861
1,5,25025250,Chiriguana,15,1,15,1053179.52,1526984.948,40,14.24202053
1,5,25025250,Chiriguana,46,2,15,1053179.52,1526984.948,40,29.36146546
1,5,25025250,Chiriguana,74,3,15,1053179.52,1526984.948,40,64.78335306
1,5,25025250,Chiriguana,105,4,15,1053179.52,1526984.948,40,132.8643283
1,5,25025250,Chiriguana,135,5,15,1053179.52,1526984.948,40,211.0590832
1,5,25025250,Chiriguana,166,6,15,1053179.52,1526984.948,40,141.6368786
1,5,25025250,Chiriguana,196,7,15,1053179.52,1526984.948,40,109.8735
1,5,25025250,Chiriguana,227,8,15,1053179.52,1526984.948,40,154.4168423
1,5,25025250,Chiriguana,258,9,15,1053179.52,1526984.948,40,212.3714815
1,5,25025250,Chiriguana,288,10,15,1053179.52,1526984.948,40,294.7430811
1,5,25025250,Chiriguana,319,11,15,1053179.52,1526984.948,40,192.3976344
1,5,25025250,Chiriguana,349,12,15,1053179.52,1526984.948,40,73.25964685
1,5,28010070,Villa Marlene,15,1,15,1066886.406,1618203.228,120,11.81661815
1,5,28010070,Villa Marlene,46,2,15,1066886.406,1618203.228,120,16.37791307
1,5,28010070,Villa Marlene,74,3,15,1066886.406,1618203.228,120,51.77118701
1,5,28010070,Villa Marlene,105,4,15,1066886.406,1618203.228,120,112.9495399
1,5,28010070,Villa Marlene,135,5,15,1066886.406,1618203.228,120,190.9522985
1,5,28010070,Villa Marlene,166,6,15,1066886.406,1618203.228,120,114.083614
1,5,28010070,Villa Marlene,196,7,15,1066886.406,1618203.228,120,95.02962163
1,5,28010070,Villa Marlene,227,8,15,1066886.406,1618203.228,120,153.335373
1,5,28010070,Villa Marlene,258,9,15,1066886.406,1618203.228,120,179.5042087
1,5,28010070,Villa Marlene,288,10,15,1066886.406,1618203.228,120,241.6390029
1,5,28010070,Villa Marlene,319,11,15,1066886.406,1618203.228,120,158.1461507
1,5,28010070,Villa Marlene,349,12,15,1066886.406,1618203.228,120,30.17161209
1,5,28020080,Hda. Las Playas,15,1,15,1067494.907,1580881.27,60,6.594838112
1,5,28020080,Hda. Las Playas,46,2,15,1067494.907,1580881.27,60,25.50196587
1,5,28020080,Hda. Las Playas,74,3,15,1067494.907,1580881.27,60,66.09117004
1,5,28020080,Hda. Las Playas,105,4,15,1067494.907,1580881.27,60,133.1777071
1,5,28020080,Hda. Las Playas,135,5,15,1067494.907,1580881.27,60,157.6516794
1,5,28020080,Hda. Las Playas,166,6,15,1067494.907,1580881.27,60,118.1491564
1,5,28020080,Hda. Las Playas,196,7,15,1067494.907,1580881.27,60,120.9929584
1,5,28020080,Hda. Las Playas,227,8,15,1067494.907,1580881.27,60,144.4561976
1,5,28020080,Hda. Las Playas,258,9,15,1067494.907,1580881.27,60,171.8841081
1,5,28020080,Hda. Las Playas,288,10,15,1067494.907,1580881.27,60,228.8702204
1,5,28020080,Hda. Las Playas,319,11,15,1067494.907,1580881.27,60,152.7476906
1,5,28020080,Hda. Las Playas,349,12,15,1067494.907,1580881.27,60,41.50551488
1,5,28020150,Hda. La Esperanza,15,1,15,1044803.069,1600965.36,60,14.45544871
1,5,28020150,Hda. La Esperanza,46,2,15,1044803.069,1600965.36,60,24.27799923
1,5,28020150,Hda. La Esperanza,74,3,15,1044803.069,1600965.36,60,61.28794134
1,5,28020150,Hda. La Esperanza,105,4,15,1044803.069,1600965.36,60,119.3776359
1,5,28020150,Hda. La Esperanza,135,5,15,1044803.069,1600965.36,60,157.1717648
1,5,28020150,Hda. La Esperanza,166,6,15,1044803.069,1600965.36,60,110.9965536
1,5,28020150,Hda. La Esperanza,196,7,15,1044803.069,1600965.36,60,117.3025621
1,5,28020150,Hda. La Esperanza,227,8,15,1044803.069,1600965.36,60,151.0678983
1,5,28020150,Hda. La Esperanza,258,9,15,1044803.069,1600965.36,60,156.1894745
1,5,28020150,Hda. La Esperanza,288,10,15,1044803.069,1600965.36,60,186.4065742
1,5,28020150,Hda. La Esperanza,319,11,15,1044803.069,1600965.36,60,145.0615338
1,5,28020150,Hda. La Esperanza,349,12,15,1044803.069,1600965.36,60,41.35435494
1,5,28020230,Los Llanos,15,1,15,1085316.545,1568225.068,100,17.52814437
1,5,28020230,Los Llanos,46,2,15,1085316.545,1568225.068,100,29.69351888
1,5,28020230,Los Llanos,74,3,15,1085316.545,1568225.068,100,56.72050796
1,5,28020230,Los Llanos,105,4,15,1085316.545,1568225.068,100,128.4473272
1,5,28020230,Los Llanos,135,5,15,1085316.545,1568225.068,100,200.495584
1,5,28020230,Los Llanos,166,6,15,1085316.545,1568225.068,100,142.9353041
1,5,28020230,Los Llanos,196,7,15,1085316.545,1568225.068,100,110.1792685
1,5,28020230,Los Llanos,227,8,15,1085316.545,1568225.068,100,157.9020752
1,5,28020230,Los Llanos,258,9,15,1085316.545,1568225.068,100,196.6626331
1,5,28020230,Los Llanos,288,10,15,1085316.545,1568225.068,100,275.4735882
1,5,28020230,Los Llanos,319,11,15,1085316.545,1568225.068,100,203.4732772
1,5,28020230,Los Llanos,349,12,15,1085316.545,1568225.068,100,57.2253028
1,5,28020260,Hda. Villa Aminta,15,1,15,1079793.825,1584805.129,80,28.66666667
1,5,28020260,Hda. Villa Aminta,46,2,15,1079793.825,1584805.129,80,49.98823463
1,5,28020260,Hda. Villa Aminta,74,3,15,1079793.825,1584805.129,80,79
1,5,28020260,Hda. Villa Aminta,105,4,15,1079793.825,1584805.129,80,101.3333333
1,5,28020260,Hda. Villa Aminta,135,5,15,1079793.825,1584805.129,80,250.6666667
1,5,28020260,Hda. Villa Aminta,166,6,15,1079793.825,1584805.129,80,144.3333333
1,5,28020260,Hda. Villa Aminta,196,7,15,1079793.825,1584805.129,80,88.33333333
1,5,28020260,Hda. Villa Aminta,227,8,15,1079793.825,1584805.129,80,142
1,5,28020260,Hda. Villa Aminta,258,9,15,1079793.825,1584805.129,80,253.3333333
1,5,28020260,Hda. Villa Aminta,288,10,15,1079793.825,1584805.129,80,340.5190731
1,5,28020260,Hda. Villa Aminta,319,11,15,1079793.825,1584805.129,80,331.8911246
1,5,28020260,Hda. Villa Aminta,349,12,15,1079793.825,1584805.129,80,78.0058932
1,5,28020310,La Bogotana,15,1,15,1101664.327,1608827.492,200,32.57559718
1,5,28020310,La Bogotana,46,2,15,1101664.327,1608827.492,200,66.79597758
1,5,28020310,La Bogotana,74,3,15,1101664.327,1608827.492,200,85.36751028
1,5,28020310,La Bogotana,105,4,15,1101664.327,1608827.492,200,269.6703577
1,5,28020310,La Bogotana,135,5,15,1101664.327,1608827.492,200,318.1803697
1,5,28020310,La Bogotana,166,6,15,1101664.327,1608827.492,200,221.6979505
1,5,28020310,La Bogotana,196,7,15,1101664.327,1608827.492,200,163.5207705
1,5,28020310,La Bogotana,227,8,15,1101664.327,1608827.492,200,211.7410745
1,5,28020310,La Bogotana,258,9,15,1101664.327,1608827.492,200,237.0423076
1,5,28020310,La Bogotana,288,10,15,1101664.327,1608827.492,200,304.9962226
1,5,28020310,La Bogotana,319,11,15,1101664.327,1608827.492,200,216.0343796
1,5,28020310,La Bogotana,349,12,15,1101664.327,1608827.492,200,75.3051039
1,5,28020420,San Gabriel,15,1,15,1058116.583,1580481.172,70,10.33133702
1,5,28020420,San Gabriel,46,2,15,1058116.583,1580481.172,70,24.61190227
1,5,28020420,San Gabriel,74,3,15,1058116.583,1580481.172,70,102.5194931
1,5,28020420,San Gabriel,105,4,15,1058116.583,1580481.172,70,156.2990855
1,5,28020420,San Gabriel,135,5,15,1058116.583,1580481.172,70,184.0712474
1,5,28020420,San Gabriel,166,6,15,1058116.583,1580481.172,70,130.244998
1,5,28020420,San Gabriel,196,7,15,1058116.583,1580481.172,70,114.2926296
1,5,28020420,San Gabriel,227,8,15,1058116.583,1580481.172,70,155.5589486
1,5,28020420,San Gabriel,258,9,15,1058116.583,1580481.172,70,164.9969656
1,5,28020420,San Gabriel,288,10,15,1058116.583,1580481.172,70,178.9966987
1,5,28020420,San Gabriel,319,11,15,1058116.583,1580481.172,70,142.6770036
1,5,28020420,San Gabriel,349,12,15,1058116.583,1580481.172,70,46.05597525
1,5,28020440,Hda. Sta. Teresa,15,1,15,1086789.731,1588548.248,80,19.29854687
1,5,28020440,Hda. Sta. Teresa,46,2,15,1086789.731,1588548.248,80,34.38162797
1,5,28020440,Hda. Sta. Teresa,74,3,15,1086789.731,1588548.248,80,62.54373648
1,5,28020440,Hda. Sta. Teresa,105,4,15,1086789.731,1588548.248,80,130.1928124
1,5,28020440,Hda. Sta. Teresa,135,5,15,1086789.731,1588548.248,80,183.7267857
1,5,28020440,Hda. Sta. Teresa,166,6,15,1086789.731,1588548.248,80,134.4392857
1,5,28020440,Hda. Sta. Teresa,196,7,15,1086789.731,1588548.248,80,115.8982143
1,5,28020440,Hda. Sta. Teresa,227,8,15,1086789.731,1588548.248,80,177.4017857
1,5,28020440,Hda. Sta. Teresa,258,9,15,1086789.731,1588548.248,80,169.409514
1,5,28020440,Hda. Sta. Teresa,288,10,15,1086789.731,1588548.248,80,263.7538253
1,5,28020440,Hda. Sta. Teresa,319,11,15,1086789.731,1588548.248,80,175.7104088
1,5,28020440,Hda. Sta. Teresa,349,12,15,1086789.731,1588548.248,80,48.02005719
1,5,28020460,Codazzi DC,15,1,15,1091442.825,1602675.882,90,23.83333333
1,5,28020460,Codazzi DC,46,2,15,1091442.825,1602675.882,90,37.02777778
1,5,28020460,Codazzi DC,74,3,15,1091442.825,1602675.882,90,85.59444444
1,5,28020460,Codazzi DC,105,4,15,1091442.825,1602675.882,90,150.7222222
1,5,28020460,Codazzi DC,135,5,15,1091442.825,1602675.882,90,221.3055556
1,5,28020460,Codazzi DC,166,6,15,1091442.825,1602675.882,90,141.4444444
1,5,28020460,Codazzi DC,196,7,15,1091442.825,1602675.882,90,109.4388889
1,5,28020460,Codazzi DC,227,8,15,1091442.825,1602675.882,90,161
1,5,28020460,Codazzi DC,258,9,15,1091442.825,1602675.882,90,169.4861111
1,5,28020460,Codazzi DC,288,10,15,1091442.825,1602675.882,90,254.7777778
1,5,28020460,Codazzi DC,319,11,15,1091442.825,1602675.882,90,165.2445711
1,5,28020460,Codazzi DC,349,12,15,1091442.825,1602675.882,90,58.4
1,5,28020600,El Retorno,15,1,15,1079014.558,1581638.6,150,13.59852689
1,5,28020600,El Retorno,46,2,15,1079014.558,1581638.6,150,29.99524275
1,5,28020600,El Retorno,74,3,15,1079014.558,1581638.6,150,75.56320746
1,5,28020600,El Retorno,105,4,15,1079014.558,1581638.6,150,127.9391755
1,5,28020600,El Retorno,135,5,15,1079014.558,1581638.6,150,198.8386629
1,5,28020600,El Retorno,166,6,15,1079014.558,1581638.6,150,130.2970562
1,5,28020600,El Retorno,196,7,15,1079014.558,1581638.6,150,84.35041035
1,5,28020600,El Retorno,227,8,15,1079014.558,1581638.6,150,148.2148266
1,5,28020600,El Retorno,258,9,15,1079014.558,1581638.6,150,158.4580482
1,5,28020600,El Retorno,288,10,15,1079014.558,1581638.6,150,224.875062
1,5,28020600,El Retorno,319,11,15,1079014.558,1581638.6,150,141.2256421
1,5,28020600,El Retorno,349,12,15,1079014.558,1581638.6,150,48.05458784
1,5,28025070,Motilonia Codazzi,15,1,15,1090796.933,1597936.044,180,19.84747359
1,5,28025070,Motilonia Codazzi,46,2,15,1090796.933,1597936.044,180,31.36217177
1,5,28025070,Motilonia Codazzi,74,3,15,1090796.933,1597936.044,180,72.15490517
1,5,28025070,Motilonia Codazzi,105,4,15,1090796.933,1597936.044,180,140.8886364
1,5,28025070,Motilonia Codazzi,135,5,15,1090796.933,1597936.044,180,203.8318182
1,5,28025070,Motilonia Codazzi,166,6,15,1090796.933,1597936.044,180,136.2727273
1,5,28025070,Motilonia Codazzi,196,7,15,1090796.933,1597936.044,180,114.9909091
1,5,28025070,Motilonia Codazzi,227,8,15,1090796.933,1597936.044,180,150.2113636
1,5,28025070,Motilonia Codazzi,258,9,15,1090796.933,1597936.044,180,193.5159091
1,5,28025070,Motilonia Codazzi,288,10,15,1090796.933,1597936.044,180,277.5767442
1,5,28025070,Motilonia Codazzi,319,11,15,1090796.933,1597936.044,180,182.5046512
1,5,28025070,Motilonia Codazzi,349,12,15,1090796.933,1597936.044,180,59.41395349
1,5,28025080,Socomba,15,1,15,1091852.573,1563078.477,170,17.12829205
1,5,28025080,Socomba,46,2,15,1091852.573,1563078.477,170,51.84840414
1,5,28025080,Socomba,74,3,15,1091852.573,1563078.477,170,72.02676669
1,5,28025080,Socomba,105,4,15,1091852.573,1563078.477,170,154.5661664
1,5,28025080,Socomba,135,5,15,1091852.573,1563078.477,170,203.5871337
1,5,28025080,Socomba,166,6,15,1091852.573,1563078.477,170,127.2509239
1,5,28025080,Socomba,196,7,15,1091852.573,1563078.477,170,111.9296623
1,5,28025080,Socomba,227,8,15,1091852.573,1563078.477,170,163.8333509
1,5,28025080,Socomba,258,9,15,1091852.573,1563078.477,170,185.6887208
1,5,28025080,Socomba,288,10,15,1091852.573,1563078.477,170,224.5724898
1,5,28025080,Socomba,319,11,15,1091852.573,1563078.477,170,157.9603109
1,5,28025080,Socomba,349,12,15,1091852.573,1563078.477,170,50.86059287
1,5,28025090,Hda. Centenario,15,1,15,1089074.365,1581166.918,100,13.21567191
1,5,28025090,Hda. Centenario,46,2,15,1089074.365,1581166.918,100,34.96746336
1,5,28025090,Hda. Centenario,74,3,15,1089074.365,1581166.918,100,70.36734972
1,5,28025090,Hda. Centenario,105,4,15,1089074.365,1581166.918,100,146.1931749
1,5,28025090,Hda. Centenario,135,5,15,1089074.365,1581166.918,100,190.3118506
1,5,28025090,Hda. Centenario,166,6,15,1089074.365,1581166.918,100,135.8572209
1,5,28025090,Hda. Centenario,196,7,15,1089074.365,1581166.918,100,116.6694398
1,5,28025090,Hda. Centenario,227,8,15,1089074.365,1581166.918,100,151.8853459
1,5,28025090,Hda. Centenario,258,9,15,1089074.365,1581166.918,100,186.5096815
1,5,28025090,Hda. Centenario,288,10,15,1089074.365,1581166.918,100,239.0078947
1,5,28025090,Hda. Centenario,319,11,15,1089074.365,1581166.918,100,182.1394737
1,5,28025090,Hda. Centenario,349,12,15,1089074.365,1581166.918,100,60.46315789
1,5,28035010,Villa Rosa,15,1,15,1058088.492,1618759.248,70,14.93577353
1,5,28035010,Villa Rosa,46,2,15,1058088.492,1618759.248,70,10.3828748
1,5,28035010,Villa Rosa,74,3,15,1058088.492,1618759.248,70,62.76510218
1,5,28035010,Villa Rosa,105,4,15,1058088.492,1618759.248,70,119.9286635
1,5,28035010,Villa Rosa,135,5,15,1058088.492,1618759.248,70,158.5666667
1,5,28035010,Villa Rosa,166,6,15,1058088.492,1618759.248,70,130.2916667
1,5,28035010,Villa Rosa,196,7,15,1058088.492,1618759.248,70,100.5480137
1,5,28035010,Villa Rosa,227,8,15,1058088.492,1618759.248,70,155.993628
1,5,28035010,Villa Rosa,258,9,15,1058088.492,1618759.248,70,170.1490454
1,5,28035010,Villa Rosa,288,10,15,1058088.492,1618759.248,70,191.0016808
1,5,28035010,Villa Rosa,319,11,15,1058088.492,1618759.248,70,134.4827024
1,5,28035010,Villa Rosa,349,12,15,1058088.492,1618759.248,70,32.62304289
1,5,28035040,Guaymaral,15,1,15,1047156.809,1587135.88,50,6.406818182
1,5,28035040,Guaymaral,46,2,15,1047156.809,1587135.88,50,26.19090909
1,5,28035040,Guaymaral,74,3,15,1047156.809,1587135.88,50,77.8425131
1,5,28035040,Guaymaral,105,4,15,1047156.809,1587135.88,50,115.9568182
1,5,28035040,Guaymaral,135,5,15,1047156.809,1587135.88,50,173.0141901
1,5,28035040,Guaymaral,166,6,15,1047156.809,1587135.88,50,111.45
1,5,28035040,Guaymaral,196,7,15,1047156.809,1587135.88,50,105.2613636
1,5,28035040,Guaymaral,227,8,15,1047156.809,1587135.88,50,143.7417138
1,5,28035040,Guaymaral,258,9,15,1047156.809,1587135.88,50,142.9377073
1,5,28035040,Guaymaral,288,10,15,1047156.809,1587135.88,50,176.9545455
1,5,28035040,Guaymaral,319,11,15,1047156.809,1587135.88,50,125.3169805
1,5,28035040,Guaymaral,349,12,15,1047156.809,1587135.88,50,35.09302114
1,5,28040310,El Molino,15,1,15,1036654.552,1572870.684,110,9.249891395
1,5,28040310,El Molino,46,2,15,1036654.552,1572870.684,110,31.35980269
1,5,28040310,El Molino,74,3,15,1036654.552,1572870.684,110,69.65238137
1,5,28040310,El Molino,105,4,15,1036654.552,1572870.684,110,150.0395297
1,5,28040310,El Molino,135,5,15,1036654.552,1572870.684,110,172.9876967
1,5,28040310,El Molino,166,6,15,1036654.552,1572870.684,110,117.0547036
1,5,28040310,El Molino,196,7,15,1036654.552,1572870.684,110,91.3517607
1,5,28040310,El Molino,227,8,15,1036654.552,1572870.684,110,180.0967151
1,5,28040310,El Molino,258,9,15,1036654.552,1572870.684,110,159.529419
1,5,28040310,El Molino,288,10,15,1036654.552,1572870.684,110,217.3286937
1,5,28040310,El Molino,319,11,15,1036654.552,1572870.684,110,137.4708686
1,5,28040310,El Molino,349,12,15,1036654.552,1572870.684,110,42.53616172
1,5,28040350,El Paso,15,1,15,1036027.27,1559710.82,36,11.26845781
1,5,28040350,El Paso,46,2,15,1036027.27,1559710.82,36,25.4523784
1,5,28040350,El Paso,74,3,15,1036027.27,1559710.82,36,64.31486775
1,5,28040350,El Paso,105,4,15,1036027.27,1559710.82,36,138.2133621
1,5,28040350,El Paso,135,5,15,1036027.27,1559710.82,36,185.8607881
1,5,28040350,El Paso,166,6,15,1036027.27,1559710.82,36,124.3200127
1,5,28040350,El Paso,196,7,15,1036027.27,1559710.82,36,91.77064172
1,5,28040350,El Paso,227,8,15,1036027.27,1559710.82,36,142.2844273
1,5,28040350,El Paso,258,9,15,1036027.27,1559710.82,36,175.5965636
1,5,28040350,El Paso,288,10,15,1036027.27,1559710.82,36,231.75
1,5,28040350,El Paso,319,11,15,1036027.27,1559710.82,36,170.5
1,5,28040350,El Paso,349,12,15,1036027.27,1559710.82,36,37.7
1,5,28045040,Hda. La Guaira,15,1,15,1030460.888,1555235.529,50,20.25301993
1,5,28045040,Hda. La Guaira,46,2,15,1030460.888,1555235.529,50,28.16147537
1,5,28045040,Hda. La Guaira,74,3,15,1030460.888,1555235.529,50,28.97733862
1,5,28045040,Hda. La Guaira,105,4,15,1030460.888,1555235.529,50,172.687287
1,5,28045040,Hda. La Guaira,135,5,15,1030460.888,1555235.529,50,154.4755211
1,5,28045040,Hda. La Guaira,166,6,15,1030460.888,1555235.529,50,124.2467706
1,5,28045040,Hda. La Guaira,196,7,15,1030460.888,1555235.529,50,89.5632762
1,5,28045040,Hda. La Guaira,227,8,15,1030460.888,1555235.529,50,179.4427168
1,5,28045040,Hda. La Guaira,258,9,15,1030460.888,1555235.529,50,141.7285786
1,5,28045040,Hda. La Guaira,288,10,15,1030460.888,1555235.529,50,166.7002795
1,5,28045040,Hda. La Guaira,319,11,15,1030460.888,1555235.529,50,110.084865
1,5,28045040,Hda. La Guaira,349,12,15,1030460.888,1555235.529,50,14.0179338
